,Weekday,Jamalpur Station,Jamalpur Amts ,Pragatinagar Station,Maninagar Station,Memco Station,Paldi Station,Paldi Amts ,Sarkhej  Station,Gota Station,Memnagar Station,Memnagar Amts,Vadaj Station,Sabarmati Station,Sabarmati Amts,Chandola Station,Krishanagar,DODO-Green Fuel Station  ,Vijay Gas Station-DODO-Bhuvaldi,Jay Goga Corporation -DODO-Hathijan,Shree Gas Station-DODO-Bhadaj,Abad Hirapur - DODO,JAY DWARKADISH ENTERPRISE,Bhakti Petroleum-IBP,Punjab Service Station-IBP,Gujarat Rajya Purvatha-IBP Khokhra vidita,Saccha Sauda-IBP,Jayvir Civil Petrol Pump-IOCL,Rupam Petroleum-IOCL,Maniyar Petroleum-IOCL,Sun Petro Gas-IOCL ,Dharamtal-BPCL,Shraddha Petrolium-BPCL,Metro Service-BPCL,Mitesh Automobile-BPCL,Vatsal Automobile-BPCL,Parmar Tradelink (Adhoc)-BPCL Ganesh,Auto Services  Mirzapur-BPCL,Alka Automobile-BPCL,Neelu Motors-BPCL,Modi Service-BPCL,Ila Automobile-BPCL,Auto Rikshaw Driver Co.Ass-BPCL,Revadas Jhaverbhai & Sons-BPCL,Sindh Automobiles-BPCL (Memco),Kalptaru Petroleum-BPCL,Shree Laxmi Narayan-IBP,Jay Petroleum-Essar,Unique Retread-IBP,Iswar Petroleum-IOCL,Ambica Service-IOCL,Swaminarayan Sokali-BPCL,Swadesh Cargo Carrier -BPCL,Gujarat Auto Centre-IOCL-Shahwadi,Chenpur Petroleum- IOCL,Pavan Petroleum -BPCL,Anjani Petroleum-BPCL,Rathva Petroleum - IOCL ,Shrinathji Petroleum -BPCL,Ambica Automobiles-BPCL,Ashtavinayak-Hirapur- IOCL,Kalashree Automobiles- IOCL,Shivganga Petroleum-Kamod-BPCL,RB Patel & Sons-Kuha-BPCL,Alka Automobile-BPCL- Ognaj ,Kuldevi Petroleum-BPCL- Ranasan,Dev Petroleum -IOCL,Kameshwar Petroleum -IOCL,Aadhit Petroleum - IOCL,Parmar Tradelink - BPCL,Kanha Petroleum - HPCL,Sardar Petro Station - IOCL,LJ Thakkar - IOCL,Grand Millenlum - HPCL,Karnavati Petroleum - BPCL,Siddhanath Petroleum - HPCL,Siddhi Gasoline - BPCL,Vinayak Petroleum - IOCL,Radhey Petroleum - BPCL,Shree Gokulesh Petroleum - IOCL,B N Gasoline - BPCL,Millennium-HPCL,SHREEJI AUTO SERVICE-HPCL,RAVI PETROLEUM-BPCL,GUJARAT AUTO (USHMANPURA)- IOCL STATION 
2023-04-21,Friday,10162.09,5789.75,7042.99,11765.99,11961.13,13066.72,1160.39,13982.40,17229.47,6732.82,0.00,18454.44,5996.94,3223.25,10527.83,10693.62,7906.12,8321.97,12933.67,5139.93,,,4969.53,2951.91,4863.78,6370.10,3122.65,5068.62,2442.21,3994.78,2013.75,5267.00,2931.30,5910.35,3798.39,4724.52,2954.47,5045.44,7719.52,4148.00,2809.57,4060.12,971.62,4085.25,1190.50,10266.37,2285.26,5289.81,2540.62,4011.75,3623.28,4102.13,1933.62,2246.12,2789.09,6051.25,3583.63,0.00,2231.77,3125.13,0.00,1387.25,2732.63,3119.13,5998.25,4739.37,2376.15,2418.24,3614.37,2544.50,6098.32,7167.09,1044.51,1940.04,5569.74,5230.28,2449.78,3917.89,3628.74,5761.24,2580.75,2668.29,6442.71,1835.44
2023-04-22,Saturday,8237.81,3958.75,6373.20,11273.28,11199.98,11026.18,822.02,12098.22,16861.97,6307.42,0.00,14774.61,5850.22,2372.19,7629.13,10612.01,6988.06,7855.11,12041.40,4646.18,,,4805.10,2689.55,4074.91,5961.66,2833.60,4530.37,2048.50,3592.35,1621.00,5161.62,2920.75,5257.14,3031.74,4780.53,2018.80,5079.93,7696.64,4358.60,3504.67,2871.44,653.38,3882.50,1164.87,9339.50,3160.87,5648.94,1477.13,3981.00,3588.43,3618.62,1728.01,2525.00,2594.63,5730.13,3338.75,0.00,1616.09,2976.40,0.00,1735.62,2836.87,2998.87,5843.75,5326.63,2584.94,1930.45,3469.95,2687.00,5669.02,6181.95,697.41,1384.65,5445.32,3953.65,2350.29,4160.84,3416.88,5764.04,2834.79,2330.19,6107.26,1311.72
2023-04-23,Sunday,8777.00,3974.75,5246.18,10996.65,9889.21,11574.77,640.41,10712.03,16179.33,6282.30,0.00,14227.93,7023.28,2163.56,9246.55,10695.12,7296.86,7805.77,11248.21,4704.29,,,5086.52,2469.59,4627.62,5234.91,2758.03,4372.63,2343.64,3258.38,2357.00,4939.88,2852.76,5442.00,2929.43,3853.61,2540.37,4768.81,6594.54,3823.49,4032.87,3394.96,1068.87,3692.50,1022.13,8810.25,2748.95,4966.49,2460.25,4275.25,3351.65,4273.25,1821.22,2252.63,2387.06,4726.25,3639.88,0.00,1696.79,3148.91,0.00,2090.50,2693.25,2942.00,6549.38,4295.63,2052.19,1543.93,3267.42,2550.50,5651.02,6941.78,1146.87,1305.22,5483.06,5065.79,1993.78,3719.64,3675.75,5538.15,2794.08,2362.41,5797.28,1018.68
2023-04-24,Monday,9732.49,5500.00,5914.24,11517.18,11464.35,12277.97,1105.79,12125.67,15862.67,6605.56,0.00,15141.02,5852.59,2814.12,9510.34,9276.75,7231.64,8226.42,11785.42,4718.92,,,4872.17,2667.08,5037.38,5828.55,2940.00,4727.75,2591.60,3798.80,2183.25,4904.37,2966.00,4557.40,3948.68,4489.16,2383.25,4675.88,6763.87,3800.24,3501.08,3902.31,684.25,3880.87,1107.75,9311.12,3182.78,5226.72,2516.13,4003.50,3821.82,4072.00,1662.65,1964.62,2734.68,5521.00,3427.75,0.00,2440.61,2595.93,0.00,1459.87,2346.88,3327.43,5196.24,4381.61,2711.06,2341.00,3276.20,2297.75,5798.18,7099.92,798.93,1997.10,5166.54,5461.53,2145.75,1859.60,3123.50,4587.35,2347.62,2640.58,5924.40,1572.49
2023-04-25,Tuesday,9727.59,5260.50,6272.88,11724.09,10917.54,12115.69,913.12,11575.19,16064.13,6406.14,0.00,14819.18,6308.08,2614.82,9580.87,9525.25,8546.41,7349.90,11078.00,4580.92,,,5193.25,2719.00,3519.15,5963.51,2598.87,4861.25,2637.42,3900.35,1993.25,5121.63,3001.31,5232.89,3782.94,4622.88,2822.50,4485.37,7157.30,4039.02,4212.97,4025.38,758.25,3775.38,1212.00,4881.00,3721.56,5278.20,1620.75,4075.00,3615.00,3804.75,1717.63,1965.00,2815.44,5419.12,3220.62,0.00,2567.75,2897.74,0.00,1811.75,2499.37,2835.38,6028.38,4971.13,2583.77,2348.48,3249.19,2186.25,5506.23,7022.14,962.64,2012.43,5083.65,5560.47,2201.10,3567.85,3422.69,5405.19,1863.98,2350.51,6028.36,1609.31
2023-04-26,Wednesday,7901.13,6525.50,6078.14,11150.07,11956.24,11788.32,2636.42,11525.26,14895.42,6334.13,0.00,16040.57,5362.56,3097.06,9861.40,8849.25,7543.74,7639.31,10718.07,4428.21,,,4563.68,2470.17,4786.00,5440.13,2824.35,4560.50,2612.97,3595.69,1871.50,4998.75,2778.25,4671.51,3731.40,4322.87,2625.50,4430.25,6877.79,3868.84,4171.92,3491.60,562.38,3910.87,1164.12,8696.26,3239.06,4940.08,1509.87,4047.75,3324.39,3821.38,1553.37,2010.38,2679.81,5108.75,2423.00,0.00,2308.73,2483.24,0.00,1433.76,2138.25,2407.69,5122.75,3937.75,2573.70,2151.56,3197.82,2270.88,5030.40,7000.95,836.63,1906.41,4854.14,5496.01,1953.15,3673.66,3012.25,4970.09,1926.28,1888.86,5696.67,1486.52
2023-04-27,Thursday,8636.92,6541.00,6528.94,12499.92,12171.40,13404.46,2450.53,12581.41,16682.60,6784.58,0.00,16196.19,6485.16,3400.00,10297.14,10477.25,8544.44,8801.47,13019.67,5966.61,,,4732.15,2915.22,4796.50,6219.27,3133.25,5104.00,2734.78,3433.77,2299.25,5701.87,3011.63,5633.22,4076.82,5100.59,2623.10,5091.62,7354.27,4782.08,4795.50,3612.52,1025.50,4111.88,1309.50,9899.75,3315.34,5473.91,1181.12,4136.75,2762.23,4397.25,1738.38,2033.50,2092.07,5685.88,2804.50,0.00,2527.67,2721.72,0.00,1532.90,2426.00,2830.87,5752.25,0.00,2908.68,2320.19,3583.61,1921.25,5532.90,7197.46,1319.78,1943.44,4311.65,6946.62,2312.79,3833.15,4123.81,6128.28,2543.78,2189.52,6450.85,1581.86
2023-04-28,Friday,9443.30,5552.25,6398.73,11396.19,10984.85,12232.28,1200.29,13859.56,15803.42,6770.46,0.00,14532.35,5795.43,2915.06,9501.56,9483.75,8792.64,8138.91,11301.57,6030.52,,,4834.79,3020.24,4142.85,5953.16,2619.94,4405.38,2580.27,3628.20,2132.75,5262.88,2944.24,5815.48,4032.17,4558.45,2673.65,4893.70,6924.87,4183.62,4492.54,3376.03,1051.25,3853.87,1078.88,9386.87,3584.43,5296.62,3141.88,3818.00,3278.76,4158.50,1847.50,2239.50,2574.62,5513.75,2937.63,0.00,2309.00,2843.65,0.00,1617.34,2596.00,3012.63,3919.50,0.00,2672.41,2231.00,3546.57,2350.99,6066.15,6748.51,984.25,2101.80,5373.55,6403.72,2141.93,3742.88,3825.38,5719.94,2686.28,2638.66,6309.20,1789.93
2023-04-29,Saturday,8637.69,5640.75,6780.38,12088.52,11811.37,13429.41,2413.49,12382.37,16841.33,6356.02,0.00,15555.32,6372.14,2944.00,10546.42,10256.25,9213.01,8133.24,13176.66,5182.08,,,5383.57,2750.17,4861.40,5866.31,3072.71,4955.37,2615.21,3230.31,2132.50,5163.87,3128.56,6055.23,4253.78,4383.77,2233.25,4610.56,7646.88,4129.97,4441.43,3757.16,848.62,4212.13,1144.75,9536.12,3716.13,4965.57,2837.87,3623.00,3914.28,4151.37,1779.87,2140.75,2885.94,6065.50,3464.12,0.00,2462.52,3455.57,0.00,1673.01,2812.25,3193.20,5079.75,2860.75,2807.06,2405.49,3633.19,2372.63,4558.86,7649.24,1124.28,2143.26,5551.69,5746.14,1821.68,2904.74,4056.81,5559.32,1055.10,2573.10,6277.31,1793.94
2023-04-30,Sunday,7888.69,4630.50,5892.88,10443.03,10019.38,10934.74,1073.00,10976.57,15973.38,6249.89,0.00,14281.55,6473.45,2527.63,9642.67,10317.38,6837.97,7225.59,11084.99,4234.72,,,4771.60,2263.56,4482.53,5244.32,2468.72,3975.00,2630.19,3218.55,2096.50,4448.63,2546.01,5486.38,3124.90,3901.60,2723.50,4557.31,7139.90,3717.51,4216.85,3595.81,1029.00,3743.00,919.62,9172.63,3226.13,4752.34,2447.51,4101.25,3699.85,3770.38,1919.13,2263.00,2274.88,5955.00,2846.50,0.00,1992.33,2869.74,0.00,1801.62,2540.75,2769.11,6262.12,4018.63,2338.50,1478.00,2970.56,2124.62,5817.97,7292.03,1066.13,1441.56,5408.69,5138.76,1841.66,3644.28,3309.81,5617.33,3781.36,2373.36,5941.33,1056.56
2023-05-01,Monday,1751.54,0.00,5434.00,11343.17,10844.78,13441.46,2012.36,12293.36,15370.84,6046.17,0.00,14412.15,6142.37,1946.93,16498.85,9029.50,8016.09,8007.94,11473.20,4792.09,,,4596.07,2523.83,4566.35,5861.19,2926.16,5168.75,2787.83,3772.22,1045.25,4908.88,3133.69,6148.74,4304.03,4368.33,2726.00,4563.07,7173.09,3578.28,4907.21,3741.47,1013.38,3908.12,922.75,9032.62,3384.87,5292.28,2446.74,3872.50,3807.59,3956.75,1441.12,2094.37,2755.68,5286.75,2868.25,0.00,3089.68,2773.47,0.00,1922.75,2800.38,2632.01,5419.25,4046.25,2642.09,2165.50,3372.32,2513.38,3487.97,6947.23,982.78,2009.66,5028.09,4883.75,2155.44,3629.76,3170.32,5235.06,2492.92,2312.50,6041.69,1744.02
2023-05-02,Tuesday,0.00,0.00,5655.88,11714.65,11765.44,13695.11,2348.83,11892.68,14742.12,6200.47,0.00,15089.23,6090.01,2364.13,17637.55,8360.25,8020.96,6873.34,9627.83,4353.30,,,4590.64,2445.25,4425.09,5360.96,2892.44,4875.38,3207.06,3731.63,581.25,4715.62,3112.25,5793.20,4156.68,4198.62,2958.25,4390.55,6870.26,3606.44,5040.20,3116.00,789.75,3977.13,978.38,8899.38,3347.75,5678.57,2516.50,3835.25,3202.88,4372.62,1427.50,1877.25,2629.51,5485.25,2842.88,0.00,2964.37,2687.63,0.00,1425.63,2160.00,2680.24,5283.25,4162.87,2529.94,1935.20,3165.24,2265.00,4106.03,6481.18,848.29,1738.68,4922.43,4264.01,2129.00,3438.76,2614.99,4540.13,2058.90,2423.89,5860.34,1643.78
2023-05-03,Wednesday,0.12,5340.50,5423.93,11053.47,10328.57,13192.07,1984.00,10975.10,15179.49,5902.65,0.00,14069.31,6145.94,2218.00,11182.16,9179.87,8141.95,7578.94,10946.00,4591.34,,,4790.16,2401.57,4473.16,5577.89,2940.53,4787.62,2782.65,3588.54,1614.25,3928.00,2876.68,5722.95,3803.93,4386.02,2710.50,4424.32,5912.06,4031.00,4825.40,3998.82,985.87,4043.25,1015.25,8764.00,3080.88,4946.54,2491.13,4166.25,3565.65,4027.00,1803.75,1838.88,2365.93,5142.75,2773.74,0.00,2778.96,2805.50,0.00,1731.12,2374.87,2568.63,5065.63,3884.75,2388.26,2085.55,3209.56,2058.00,5255.93,7419.67,961.27,1792.29,5102.00,5012.34,1844.56,3288.05,3156.13,5137.81,2604.44,2214.54,5113.04,1579.59
2023-05-04,Thursday,0.00,5406.50,5836.75,11844.72,10603.34,14187.81,2390.58,11528.75,15261.97,6243.29,0.00,15487.68,5960.15,2369.44,11569.62,10015.38,7683.17,7610.33,10938.37,4417.54,,,4887.00,2419.89,3500.87,5758.86,3106.40,5029.88,2735.69,3776.86,1584.75,4665.37,2997.06,5801.10,3983.54,4397.49,2674.00,4776.50,7056.19,3749.30,3718.71,3775.09,821.25,4137.25,1129.75,8230.62,2894.37,5369.61,2215.38,4270.25,3931.08,3952.63,1800.25,2080.62,2550.93,5529.50,2628.00,0.00,2670.65,3606.56,0.00,1691.25,2410.63,2489.30,5409.88,4190.38,2481.78,1935.38,3254.31,2245.25,5888.45,6444.85,964.24,1866.84,3104.10,5020.19,2122.78,3491.81,3259.81,5337.25,2296.24,1448.88,6538.49,1777.19
2023-05-05,Friday,8845.86,5629.68,5816.12,11399.22,11307.42,13030.32,1302.11,12203.89,16250.69,6298.62,0.00,15608.88,6449.60,2455.88,10241.75,9664.62,8091.81,7997.42,11742.70,4766.92,,,4903.25,2703.14,4089.47,4669.84,2942.57,4675.50,2819.27,3800.22,1384.25,5102.50,3015.09,5862.57,3900.06,4948.55,2576.00,4546.50,7176.41,3465.71,4488.98,3509.54,674.88,3945.50,1042.50,8744.51,3101.25,5363.01,1849.87,3623.75,3368.46,4024.25,1816.00,1884.38,2551.26,5480.37,3198.26,0.00,2362.35,3110.91,0.00,1830.88,2481.12,3058.70,6081.62,4421.88,2645.90,1952.81,3211.88,2182.37,6404.41,7292.26,1030.25,2025.75,5423.04,5183.24,2037.26,3545.06,2952.37,5766.49,1849.44,327.97,5877.01,1678.75
2023-05-06,Saturday,10102.85,5586.57,6072.32,11653.82,11423.12,13541.92,1363.98,11934.52,16421.34,6376.01,0.00,15024.76,6054.32,2405.25,9857.07,9392.25,8168.74,7610.53,11611.69,5057.29,,,5430.54,2453.37,4620.91,5919.85,2773.87,4932.74,2742.05,3705.51,1569.50,5099.01,2924.97,5725.50,3525.92,4873.01,2890.00,4861.94,7147.62,3904.65,4830.74,3559.33,779.37,4004.00,1070.87,8936.62,2960.25,5300.15,0.00,4273.75,3557.34,3612.37,2047.25,2090.37,2672.05,5245.00,3738.37,0.00,2329.47,3267.65,0.00,1719.62,2187.50,2691.05,5854.24,4982.37,2659.28,1858.25,3312.64,2211.63,5248.86,7213.52,888.34,1820.13,5209.95,5383.70,2208.15,3421.31,3868.57,4788.52,2249.41,3.94,6061.72,1657.05
2023-05-07,Sunday,9586.72,4343.25,5692.50,11120.54,10444.34,12199.02,911.91,11718.38,15987.75,5996.25,0.00,13954.31,7179.03,1709.74,9824.89,10835.63,8570.24,9277.26,11728.26,4523.35,,,5507.18,2491.16,4677.03,5641.75,2755.63,4360.25,2981.39,3383.69,1581.25,5040.87,2985.64,6166.81,3331.44,4008.81,2666.28,4427.30,7128.41,3882.93,4411.19,3238.61,757.00,4005.12,1024.88,8596.00,3152.25,5334.09,993.12,3404.00,3353.18,3834.38,1853.88,2151.63,2472.64,5366.63,3887.50,0.00,2156.55,3205.38,0.00,1723.87,2271.88,2874.32,6416.51,4602.75,2103.13,1440.53,3158.43,2459.87,5608.38,7425.60,1117.40,1620.87,5146.80,5124.32,1913.66,3590.36,3739.63,5383.68,2427.85,1822.02,6103.25,1441.86
2023-05-08,Monday,9985.90,5675.00,6050.07,11423.80,10824.35,12921.98,1314.05,12216.07,15269.73,6238.42,0.00,14664.98,6247.08,2340.94,9543.21,9144.75,8449.00,7970.33,11096.20,4889.37,,,4397.54,2918.94,4674.19,5674.46,2729.40,4964.26,2596.36,4060.97,1638.00,5164.00,2685.18,5309.94,3947.55,4350.47,2661.02,4586.20,7213.65,4236.39,4167.05,3203.77,912.38,3868.25,1216.00,8510.37,2905.63,5443.57,0.00,3263.25,3394.27,3947.50,1903.62,1969.62,2895.50,5216.75,3002.38,0.00,2287.22,3097.16,0.00,1830.63,2179.37,3453.94,4957.87,5171.63,2602.30,1955.50,3496.44,2470.88,4846.03,6837.23,905.94,1974.87,5361.01,5534.01,1957.96,2036.59,3896.81,5230.57,2531.02,2607.85,6187.38,1781.14
2023-05-09,Tuesday,8444.70,5813.50,5948.75,11158.45,10954.97,12757.14,1039.34,11869.73,15073.22,6522.93,0.00,14669.77,5940.55,2613.25,9748.74,9610.87,4300.67,7274.07,11496.94,5025.05,,,4598.73,2606.53,4069.15,5649.12,2711.78,4869.74,2393.25,3631.25,1550.75,4768.37,2907.63,5363.04,3933.32,3863.23,2389.09,4391.93,6845.07,3624.73,4462.47,3110.12,892.25,3922.00,1095.62,8364.88,1199.24,4705.65,989.63,3280.50,2372.69,3599.62,2045.75,1881.13,2821.24,3713.87,3093.62,0.00,2371.15,2962.75,0.00,1647.50,2155.25,2940.31,5311.62,4701.74,2598.13,1860.65,3363.87,2219.88,6292.07,5942.55,1104.66,1955.19,4818.23,5381.69,1969.22,3624.34,3876.94,5316.62,2316.41,2270.66,6017.30,1539.86
2023-05-10,Wednesday,9367.39,5868.75,5903.05,10794.19,10571.12,12056.87,1252.20,12137.56,13161.98,6333.36,0.00,15034.90,7965.71,307.62,9666.26,9476.75,8197.04,7078.09,11631.63,4834.99,,,4920.25,2703.91,4484.78,5719.54,2887.85,4156.51,2901.06,3547.22,1527.25,4915.88,2799.55,4130.06,3484.71,2742.52,2458.35,4352.75,5694.68,3896.83,4801.79,3226.95,1135.37,4048.00,1210.25,8119.87,2998.25,4172.38,0.00,3992.25,2989.74,3921.75,1950.63,2125.00,2590.37,5086.38,3708.88,0.00,2191.30,3182.62,0.00,1399.75,2249.50,2945.81,4918.76,3887.00,2690.22,1723.04,3575.19,2268.49,6090.25,6280.87,1064.49,1861.03,4886.07,5392.69,1979.22,3532.32,3708.55,5129.47,2328.94,2459.40,5787.44,1522.66
2023-05-11,Thursday,6804.00,5995.00,5780.00,11097.00,10357.00,12967.00,1125.00,11984.00,15291.00,6067.00,0.00,14170.00,8506.00,0.00,10146.00,9591.00,7984.00,6997.00,11749.00,4871.00,,,4595.00,1989.00,4393.00,5510.00,2795.00,4942.00,2607.00,3739.00,1514.00,4927.00,2828.00,4526.00,3219.00,4281.00,2383.00,4411.00,6588.00,3151.00,4735.00,2923.00,1058.00,3950.00,993.00,7613.00,2920.00,3977.00,2308.00,4044.00,3208.00,3924.00,1548.00,1956.00,2548.00,5176.00,3592.00,0.00,2308.00,2828.00,272.00,1865.00,2476.00,3040.00,5339.00,3172.00,2474.00,1685.00,3161.00,2297.00,6084.00,6121.00,1058.00,2015.00,4358.00,5219.00,2197.00,3247.00,3151.00,5362.00,2379.00,2546.00,5576.00,1640.00
2023-05-12,Friday,8548.11,5315.00,5758.94,11352.20,10690.97,12008.48,1332.34,12145.84,15550.97,6299.79,0.00,14487.38,7551.31,0.00,9344.88,9503.88,7967.96,8103.60,11353.75,4860.79,,,4803.43,2664.41,4836.60,5610.44,1352.90,4743.50,2807.92,3600.39,1466.75,4533.62,2718.81,4824.70,4013.37,4314.60,2250.28,4262.06,7306.26,3262.27,4142.53,3502.59,771.25,3869.88,1103.87,8501.51,2740.12,4684.87,1902.50,3190.50,3144.85,3976.44,2084.75,2059.75,2751.43,5091.12,3624.24,0.00,2186.46,2475.15,686.39,1769.99,2093.25,2954.69,5298.75,3883.15,2377.98,1814.77,3518.07,2267.37,5502.32,6414.59,1364.92,1874.69,4379.27,5286.60,2311.50,3565.87,2842.69,3585.22,903.66,2243.02,6436.91,1514.07
2023-05-13,Saturday,9316.82,4833.00,6145.44,11366.41,10686.02,12506.54,1194.87,12374.08,15060.64,6041.57,0.00,14600.19,6260.53,2416.52,9499.85,10062.99,7716.19,8359.08,12505.14,4627.29,,,5495.95,2453.03,4613.96,6063.27,2740.32,4948.13,2634.03,3556.25,1410.00,5057.25,2779.31,5766.05,4115.89,4274.93,1335.09,4647.63,7481.47,3686.92,4783.93,3325.72,848.50,3931.37,1032.13,8851.24,3264.38,5375.01,2288.63,3623.75,3547.41,3983.41,1847.00,2191.62,2588.01,6534.88,3891.26,0.00,2112.70,2540.23,1057.84,1943.00,1977.25,3023.68,5581.50,4033.73,2576.74,1872.36,3299.19,2396.38,3900.13,7512.36,1183.79,1828.05,4930.85,5279.59,2057.50,3759.31,3478.38,0.00,1415.84,2181.14,6340.84,1240.85
2023-05-14,Sunday,9723.72,4379.75,5450.19,10582.41,9620.25,11480.38,932.18,10702.23,14833.01,5382.49,0.00,12842.42,6232.81,2648.16,8740.37,10177.63,6924.38,7209.66,10821.79,4166.88,,,5208.02,2969.19,4349.88,5522.19,861.53,4421.74,2320.17,3257.34,1540.00,4768.13,2507.06,5550.91,3226.39,3820.87,1907.42,4349.75,6975.12,3823.62,3967.12,3691.22,917.50,3693.25,1071.50,8403.63,3071.63,4918.06,2208.12,3564.75,3168.60,3751.84,1947.25,2135.13,2487.30,6385.12,3682.37,0.00,1779.58,3542.96,1587.21,1613.88,2333.87,2630.25,5546.25,3901.39,2192.00,1230.37,2796.50,2252.12,3505.22,5561.21,1197.72,1415.13,5427.88,4996.34,1822.01,3313.92,3827.56,0.00,2702.34,2097.79,5776.27,853.51
2023-05-15,Monday,8290.32,5595.19,6533.75,11952.52,11036.19,13245.23,1112.71,12783.78,15289.28,6645.00,0.00,14786.68,6133.86,2411.08,9851.30,10121.25,8430.81,8462.33,11673.00,4803.80,,,5418.01,2872.68,4269.25,5976.09,3107.71,4848.38,2891.64,2903.57,1532.50,5103.87,2934.13,5569.46,3839.60,3789.55,2081.24,4747.43,7710.60,4263.77,5031.85,3526.11,821.87,3940.25,1049.25,7020.63,3301.74,5548.93,1174.38,3819.25,3430.93,4201.88,1610.25,2112.50,3156.13,5992.38,3905.62,0.00,2379.66,2577.09,1466.07,1829.63,2264.75,2717.12,5461.24,4868.62,2755.72,1802.90,3481.31,2487.12,7407.78,7066.22,1185.61,1942.40,5121.79,3458.34,2223.03,3892.77,3761.87,0.00,2448.19,2501.64,6078.58,1569.89
2023-05-16,Tuesday,8635.12,5865.56,6248.31,12077.65,11564.93,12774.65,1162.00,12269.81,15303.37,6318.64,0.00,14742.65,5841.71,2527.39,9920.92,9772.62,8091.19,6725.61,12447.58,5061.46,,,5696.21,2621.10,4726.22,5707.04,3119.39,4833.87,2860.23,3775.31,1588.75,5019.50,2931.50,5703.69,4123.96,4419.69,2593.85,4552.75,7413.53,4140.97,4748.22,3182.44,1087.00,3523.38,1074.25,7699.87,3201.63,3459.94,1231.00,3575.25,2985.87,3407.87,1875.75,1922.87,2383.87,6829.12,4188.63,0.00,2423.67,1821.72,1557.68,1104.00,2117.38,3172.20,5371.01,4289.25,2725.96,1944.28,3526.43,2192.50,5560.34,7125.61,1056.89,1904.07,4697.78,5322.32,1627.90,3496.84,4270.13,0.00,2646.10,2568.82,5873.79,1678.58
2023-05-17,Wednesday,9589.12,6099.25,6308.24,11451.07,11284.39,12060.15,1114.52,11305.32,15256.58,6595.27,0.00,14815.57,5313.47,2501.98,9748.79,9475.75,7388.41,8408.00,11707.04,4165.13,,,5527.63,2986.09,4457.37,6048.01,2849.91,4910.63,2726.13,3781.74,1570.50,5009.50,2886.44,5117.12,3594.09,4550.65,2622.54,4620.25,7158.63,4034.46,4789.69,3281.36,929.00,3963.87,1057.25,8564.50,2953.75,5380.44,983.24,3274.25,2322.59,4018.13,1843.75,2040.38,2922.51,6468.63,3564.37,0.00,2491.06,2452.49,1461.45,1826.25,2281.12,2928.63,4991.12,4636.63,2657.98,1828.88,3494.51,1971.00,5334.49,6862.32,1171.82,1603.08,5356.05,5314.00,1347.22,3504.50,4027.19,0.00,2742.37,2502.39,5760.03,1657.03
2023-05-18,Thursday,10297.58,6063.75,6647.83,11383.01,11394.90,12368.76,1017.13,12136.36,15225.64,6243.59,0.00,15664.81,5790.09,3031.78,9764.38,9339.50,7862.07,7818.37,10507.33,4243.76,,,5386.84,3021.16,4493.57,6152.56,2966.50,4713.50,2725.11,3734.83,1460.50,4903.50,2280.87,5363.77,4184.73,4648.40,2505.10,4931.18,7364.65,3988.89,4772.24,3333.69,731.63,3986.13,1213.87,9082.88,2982.62,5670.19,2338.26,3670.00,2951.78,4165.75,1115.25,1949.12,2810.94,6315.50,3925.13,0.00,2395.49,2768.54,1658.14,1467.49,2274.38,2963.56,5314.25,4388.61,2744.88,2052.66,3384.56,2050.13,5558.17,6453.00,1218.33,2101.29,5323.11,5172.47,1601.04,3706.38,3687.43,0.00,2596.19,1925.06,6032.19,1688.26
2023-05-19,Friday,9694.64,6096.00,5417.31,11149.59,11378.95,11933.14,1235.42,11580.54,14891.05,6257.29,0.00,18349.87,5692.11,3058.41,8957.22,9765.26,7794.13,7988.77,12025.31,4028.24,,,5785.07,2493.09,4536.25,5960.02,2634.81,4880.37,2539.71,3724.25,1688.50,4959.00,3099.06,5469.22,3774.20,4492.95,2531.75,4730.76,7365.21,4274.20,3799.45,3800.11,937.25,3807.87,807.63,8764.12,1692.01,5411.31,1148.12,3201.00,3056.84,3858.25,1769.25,2022.88,2743.38,5817.87,3274.37,0.00,2232.52,2576.16,1364.99,4795.40,2331.62,2959.00,4642.38,4466.76,2659.53,1593.34,3682.24,2328.88,4898.78,6538.38,1438.66,1751.16,5311.89,5185.37,2160.80,3822.75,4139.75,0.00,2300.06,2165.87,5973.19,1588.61
2023-05-20,Saturday,10298.68,6341.75,6602.61,11893.52,10520.91,13025.98,1354.35,11808.37,15383.80,6733.36,0.00,15751.70,6595.09,3310.04,9780.04,9987.74,7341.89,8156.04,12023.27,4320.36,,,5810.49,2744.13,4262.62,6169.50,2908.05,4882.13,2542.99,3537.53,1935.50,5108.38,2625.50,5548.36,4135.46,4640.44,2714.97,4538.00,7510.38,4190.53,4645.31,3489.82,1193.87,4015.75,974.87,8705.88,2729.24,5436.22,1971.50,3814.75,3261.08,4039.62,1692.50,1880.87,2748.73,6324.13,4198.75,0.00,2101.38,3100.09,1924.28,985.61,2249.00,3278.93,5795.12,3950.76,2605.17,1624.68,3631.37,2347.37,5644.46,6912.18,1171.95,1751.25,5355.42,5412.76,2077.03,4273.98,4036.88,0.00,2628.53,1944.93,6120.18,1405.62
